type,name,iso_region,municipality,i94port,coordinate1,coordinate2
closed,Miami Gliderport Landing Strip,US-FL,Homestead,,-80.474778,25.608162
closed,Idabel Airport,US-OK,Idabel,,-94.845259,33.904849
closed,Speedway Airport,US-IN,Indianapolis,,-86.356332,39.799433
small_airport,Good Life Ranch Airport,US-OK,Chickasha,17OK,-97.786225,35.100344
closed,Rocky Ford STOLport,US-FL,Madison,,-83.390147,30.501043
heliport,Moose Country Heliport,US-MT,Rexford,MT07,-115.107441,48.859575
closed,Braman Heliport,US-FL,West Palm Beach,,-80.050319,26.761451
small_airport,Roberts Field,US-OH,Thornville,,-82.459043,39.921731
closed,Ashley Airport,US-OK,Morris,,-95.857941,35.650111
small_airport,Myrtle Creek Airport,US-AK,Myrtle Creek,,-149.981076,67.215273
closed,Florida Power Corp General HQ Helistop,US-FL,St Petersburg,,-82.681488,27.7392
small_airport,Howard Airfield,US-MI,St. Johns,25MI,-84.577182,42.938527
small_airport,Hiebert Airfield,US-KS,Goessel,38KS,-97.3521847,38.215386
heliport,Orlando Health Central Horizons West Heliport,US-FL,Windermere,FL73,-81.632877,28.458119
closed,Craig Airport,US-TX,Colleyville,,-97.1839,32.916793
closed,Standish Industrial Airport,US-MI,Standish,,-83.974159,43.979745
small_airport,Keutzer Airport,US-IL,La Moille,,-89.229531,41.513367
closed,Grandpappy Point Landing Strip,US-TX,Pottsboro,,-96.6463849,33.8526021
closed,Pine Acres Airport,US-OH,Hopedale,,-80.904326,40.349854
heliport,David Grant USAF Medical Center Heliport,US-CA,Fairfield,,-121.970902,38.270296
heliport,Glascock Heliport,US-VA,Arcola,98VA,-77.542183,38.944455
small_airport,Squaw Rock Airstrip,US-MT,Philipsburg,MT22,-113.620536,46.345021
heliport,Bannerman Heliport,US-FL,Tallahassee,82FL,-84.221291,30.562422
heliport,Kettering Health Middletown Heliport,US-OH,Middletown,3OH5,-84.319166,39.492222
heliport,Tallahassee Community Hospital Heliport,US-FL,Tallahassee,68FL,-84.2310055,30.4759361
heliport,Westgate Villas Helipad,US-FL,Kissimmee,FL63,-81.593336,28.331455
seaplane_base,Lake Sawyer Double EE Seaplane Base,US-WA,Black Diamond,WA41,-122.033576,47.333418
heliport,Foley Heliport,US-PA,Callery,PA43,-80.039594,40.736167
heliport,Birdhouse Heliport,US-WA,Spokane,WA70,-117.235627,47.601357
heliport,Sports Complex N Lot Heliport,US-PA,Philadelphia,PA78,-75.161344,39.901544
heliport,Whiskey Lake Heliport,US-AK,Skwentna,22AK,-151.391211,61.988741
small_airport,Hickman Airport,US-AR,Black Oak,2AR8,-90.370414,35.831105
small_airport,Garrison Airport,US-AR,Ashdown,08AR,-94.145277,33.723611
heliport,St. Joseph's Hospital Heliport,US-NY,Syracuse,43NY,-76.150421,43.055361
heliport,Kettering Emergency Center Preble Heliport,US-OH,Eaton,6OH3,-84.64822,39.76637
small_airport,Don Brown Field,US-OK,Beaver,3OK6,-100.588888,36.736666
small_airport,Tomahawk Airport,US-OK,Caddo,9OK4,-96.311968,34.116098
small_airport,Second F Airport,US-TX,Garden City,73XS,-101.534401,31.785892
small_airport,RNW Airport,US-TX,Paradise,0XA0,-97.70848,33.014005
small_airport,Kuntz Restricted Landing Area,US-IL,Gridley,3IL8,-88.947,40.697944
small_airport,Teubel Restricted Landing Area,US-IL,Dunlap,65IL,-89.723109,40.879852
heliport,Clarion North Medical Center Heliport,US-IN,Carmel,IN73,-86.158947,39.958587
heliport,Kettering Health Troy Heliport,US-OH,Troy,OH17,-84.210994,40.043815
heliport,Los Alamos Medical Center Heliport,US-NM,Los Alamos,NM15,-106.317528,35.881661
small_airport,Flying W Airport,US-NY,Burlington Flats,NY78,-75.165875,42.783162
heliport,Advent Health Apopka Heliport,US-FL,Apopka,1FA2,-81.541483,28.649692
seaplane_base,Yellowstone Seaplane Base,US-MT,West Yellowstone,8M3,-111.2875,44.830001
heliport,Jonathan and Julianne Mabry Heliport,US-IL,Princeton,IL58,-89.436595,41.34305
heliport,Kitzmiller Landing Zone Heliport,US-MD,Kitzmiller,MD07,-79.181559,39.388643
small_airport,Knokey Field,US-OR,Lebanon,6OR8,-122.982869,44.532319
heliport,Marion General Hospital Heliport,US-IN,Marion,5IN7,-85.665497,40.56461
small_airport,The Farm Airport,US-WI,Mondovi,94WI,-91.6225,44.4825
heliport,Advent Health Daytona Beach Heliport,US-FL,Daytona Beach,4FL6,-81.107147,29.24373
small_airport,Steppler Field,US-MT,Culbertson,02MT,-104.70888,47.980443
heliport,Billings Flying Service Heliport,US-MT,Billings,03MT,-108.570514,45.809186
small_airport,Okemah Municipal Airport,US-OK,Okemah,F81,-96.3055389,35.4052694
heliport,Enzon South Plainfield Heliport,US-NJ,South Plainfield,20NJ,-74.4198989868,40.5547981262
closed,Burle-Lancaster Heliport,US-PA,Lancaster,,-76.280197,40.056801
small_airport,Kathrinstadt Airport,US-FL,Hastings,2FA7,-81.46493530270001,29.6344356537
closed,Marlboro Airport,US-NJ,Marlbobo,2N8,-74.25399780273438,40.36629867553711
small_airport,Norfolk airport,US-MA,Norfolk MA,32M,-71.37000274658203,42.12799835205078
closed,Westbrook Valley Airport,US-NJ,Ringwood,,-74.3274,41.0779
small_airport,Big Bend Ranch State Park Airport,US-TX,Presidio,3T9,-103.936996,29.469601
small_airport,Moore Farm Airport,US-AR,England,45AR,-92.0501022339,34.5500984192
closed,Gopher STOL Airport,US-WI,Eleva,,-91.512703,44.6411
small_airport,Heritage Creek Airstrip,US-TX,Decatur,58T,-97.48419952,33.16870117
closed,Evergreen Field,US-WA,Vancouver,59S,-122.52999877929688,45.619998931884766
small_airport,Holder's Field,US-GA,Locust Grove,7GA6,-84.14459991455078,33.36149978637695
heliport,Steel Pier Taj Mahal Heliport,US-NJ,Atlantic City,28NJ,-74.4176483154,39.354839325
closed,Putz Aero Inc Airport,US-TX,Calvert,,-96.685774,30.915738
closed,Grumman Bethpage Airport,US-NY,Bethpage,,-73.4960021973,40.749401092499994
small_airport,Black Rock City Airport,US-NV,Black Rock City (Burning Man),BRC,-119.23799896240234,40.733299255371094
small_airport,Gilbreath Bros Duck Club Airport,US-CA,Wasco,CA64,-119.5999984741211,35.6869010925293
small_airport,Greenhorn Valley Airport,US-CO,,CO22,-104.783996582,37.959701538100006
small_airport,Eglin Field Nr 2 Airport,US-FL,Valparaiso,FL35,-86.45079803470001,30.5776996613
heliport,Newnan Hospital Heliport,US-GA,Newnan,GA46,-84.8010025024414,33.38090133666992
closed,Daniel Airport,US-LA,Addis,,-91.282097,30.353201
small_airport,Charlie Airport,US-LA,Fryeburg,LA36,-93.2342987061,32.4196014404
small_airport,Braithwaite Park Airport,US-LA,Braithwaite,LA75,-89.91950225830001,29.856300354
heliport,Humana Hospital-New Orleans Heliport,US-LA,New Orleans,LA84,-89.9583969116211,30.041900634765625
closed,Caven Point USAR Center Heliport,US-NJ,Jersey City,,-74.0829,40.650101
heliport,Va Hospital Heliport,US-OH,Chillicothe,OI21,-82.99990081790001,39.3666992188
closed,Jim Shearer Airport,US-PA,Albion,,-80.407303,41.852798
heliport,Bamberg County Memorial Hospital Heliport,US-SC,Bamberg,SC49,-81.02829742429999,33.3053016663
closed,Aero Estates Airport,US-TX,Celina,,-96.863897,33.298501
heliport,Diamond 'G' Ranch Heliport,US-UT,Toquerville,UT73,-113.2770004272461,37.23469924926758
heliport,Aladdin Air Heliport,US-UT,Tropic,UT77,-112.18299865722656,37.698299407958984
heliport,Lz Alfa Heliport,US-VA,Virginia Beach,VA38,-75.96469879150001,36.7932014465
heliport,Rockingham Memorial Hospital Heliport,US-VA,Harrisonburg,VA47,-78.8720016479,38.4401016235
heliport,Dmme Heliport,US-VA,Big Stone Gap,VA51,-82.75959777832031,36.8557014465332
heliport,Nichols Heliport,US-VA,White Stone,VA53,-76.43299865722656,37.647499084472656
heliport,Caton South Heliport,US-VA,Mineral,VA74,-77.78140258789062,38.04570007324219
small_airport,Murray Airport,US-ID,Sandpoint,,-116.507003784,48.354198455799995
small_airport,Boggs Field Airport,US-WV,Spencer,USW,-81.348829,38.823797
small_airport,Swains Creek Airport,US-UT,Alton,UT00,-112.62200164794922,37.472198486328125
closed,FHP Hospital Heliport,US-UT,Salt Lake City,,-111.889,40.716702
small_airport,Sandy Ranch Airport,US-UT,Torrey,UT02,-111.06700134277344,38.08890151977539
small_airport,Hite Airport,US-UT,Hanksville,UT03,-110.379123688,37.8947016926
heliport,Arches Tours Heliport,US-UT,Moab,UT04,-109.572998046875,38.60029983520508
heliport,Utah National Guard Headquarters Heliport,US-UT,Draper,UT05,-111.88899993896484,40.517398834228516
closed,Rogers Roost Airport,US-UT,Thompson Springs,,-109.720001,38.966599
closed,Air Village Strip,US-UT,Vernal,,-109.592002,40.424999
small_airport,Camp Williams Airfield,US-UT,Camp Williams,UT08,-111.930999756,40.4319000244
small_airport,Tavapats Ranch Airport,US-UT,Green River,UT09,-110.1510009765625,39.483299255371094
small_airport,Cedar Valley Airport,US-UT,Eagle Mountain,UT10,-112.017997,40.357201
heliport,Intermountain Medical Center Helipad,US-UT,Murray,UT11,-111.889526367,40.66025161739999
heliport,Gilbert Development Shop Heliport,US-UT,Cedar City,UT12,-113.08599853515625,37.6875
small_airport,Number 18 Airport,US-UT,South Jordan,UT13,-112.01399993896484,40.563899993896484
heliport,Brigham City Community Hospital Heliport,US-UT,Brigham City,UT14,-112.0270004272461,41.49100112915039
small_airport,Flying Cal Ute Rancheros Airport,US-UT,Paragonah,UT15,-112.76899719238281,37.9286003112793
heliport,Mc Kay-Dee Hospital Center Heliport,US-UT,Ogden,UT16,-111.955001831,41.1828994751
small_airport,Pfeiler Ranch Airport,US-UT,Panguitch,UT17,-112.33200073242188,37.93220138549805
closed,U S Forest Service Heliport,US-UT,Salt Lake City,,-111.847,40.7533
heliport,Holy Cross Hospital Heliport,US-UT,Salt Lake City,UT19,-111.86100006103516,40.7682991027832
closed,Channel 4 Heliport,US-UT,Salt Lake City,,-111.955002,40.732396
heliport,Medical Center Helistop,US-UT,Salt Lake City,UT21,-111.83499908447266,40.77050018310547
heliport,Western Surgery Center Heliport,US-UT,Logan,UT22,-111.81700134277344,41.74720001220703
heliport,Pioneer Valley Hospital Heliport,US-UT,West Valley City,UT23,-111.98999786376953,40.69990158081055
small_airport,Strawberry Valley Estates Airport,US-UT,Alton,UT24,-112.6449966430664,37.49330139160156
small_airport,Monument Valley Airport,US-UT,Goulding's Lodge,UT25,-110.200996399,37.016700744599994
small_airport,Bryce Woodland Estates Landing Strip,US-UT,Hatch,UT26,-112.39199829101562,37.58440017700195
closed,Hurricane Mesa Airport,US-UT,Hurricane,,-113.209,37.251099
small_airport,Sun Valley Estates Airport,US-UT,Lund,UT28,-113.46299743652344,37.974998474121094
small_airport,Jack's Airport,US-UT,Tremonton,UT29,-112.19400024414062,41.7338981628418
small_airport,Deer Springs Ranch Airport,US-UT,Kanab,UT30,-112.2239990234375,37.342498779296875
heliport,American Stores Heliport,US-UT,Salt Lake City,UT31,-111.88999938964844,40.763301849365234
heliport,Ashley Valley Medical Center Heliport,US-UT,Vernal,UT32,-109.54199981689453,40.45830154418945
heliport,Kutv Channel Two Heliport,US-UT,Salt Lake City,UT33,-111.97599792480469,40.724700927734375
heliport,Tooele Army Depot Helipad Heliport,US-UT,Tooele,UT34,-112.34400177001953,40.5010986328125
heliport,Mountain View Hospital Heliport,US-UT,Payson,UT35,-111.71299743652344,40.04359817504883
heliport,Wecco Heliport,US-UT,Cedar City,UT36,-113.31700134277344,37.31660079956055
small_airport,Carmel Mountain Ranch Airport,US-UT,Mount Carmel,UT37,-112.70099639892578,37.26689910888672
heliport,Two Jays Nr 1 Heliport,US-UT,Moab,UT38,-109.51899719238281,38.542198181152344
heliport,A A Helicopters Inc Heliport,US-UT,North Salt Lake,UT39,-111.93499755859375,40.858299255371094
small_airport,Payne Field,US-UT,Syracuse,UT40,-112.11599731445312,41.09830093383789
small_airport,Glenmar Ranch Airport,US-UT,Cedar Fort,UT41,-111.9990005493164,40.33940124511719
small_airport,Westwater Airport,US-UT,Cisco,UT42,-109.1449966430664,39.14670181274414
small_airport,Citabriair Airport,US-UT,Kanarraville,UT43,-113.24700164794922,37.63610076904297
heliport,Davis Hospital & Medical Center Heliport,US-UT,Layton,UT44,-111.97200012207031,41.05830001831055
heliport,State Capitol Helicopter Landing Site Heliport,US-UT,Salt Lake City,UT45,-111.88691711425781,40.77688217163086
heliport,Tooele Army Depot /South Area/ Heliport,US-UT,Tooele,UT46,-112.308559,40.317444
small_airport,Grassy Meadows/Sky Ranch Landowners Assn Airport,US-UT,Hurricane,UT47,-113.314002991,37.1018981934
small_airport,Lbl Farms Airport,US-UT,Clinton,UT48,-112.0989990234375,41.15019989013672
small_airport,Desert Aviation Airport,US-UT,Delta,UT49,-112.65499877929688,39.45940017700195
heliport,Allen Memorial Hospital Heliport,US-UT,Moab,UT50,-109.558315,38.575727
heliport,Utah Valley Regional Medical Center Heliport,US-UT,Provo,UT51,-111.66600036621094,40.24800109863281
heliport,Dixie Medical Center Heliport,US-UT,St George,UT52,-113.57579,37.098174
small_airport,Sky Ranch Airport,US-UT,Moab,UT53,-109.4489974975586,38.48780059814453
small_airport,Crystal Springs Ranch Airport,US-UT,Leeds,UT54,-113.33399963378906,37.253299713134766
heliport,Lds Hospital North Heliport,US-UT,Salt Lake City,UT55,-111.87999725341797,40.77909851074219
heliport,American Fork Hospital Heliport,US-UT,American Fork,UT56,-111.76799774169922,40.38050079345703
small_airport,Sulphurdale Airport,US-UT,Beaver,UT57,-112.59200286865234,38.5724983215332
heliport,Bonanza Power Plant Heliport,US-UT,Bonanza,UT58,-109.29199981689453,40.08219909667969
closed,Needles Outpost Airport,US-UT,Monticello,UT59,-109.744003296,38.1758003235
heliport,Century Equipment Company Heliport,US-UT,Murray,UT60,-111.90299987792969,40.6786003112793
heliport,Duchesne Co. Hospital Heliport,US-UT,Roosevelt,UT61,-110.33999633789062,40.33610153198242
heliport,Department of Veterans Affairs Heliport,US-UT,Salt Lake City,UT62,-111.84200286865234,40.756900787353516
heliport,Alta View Hospital Heliport,US-UT,Sandy,UT63,-111.85399627685547,40.57780075073242
heliport,St Marks Heliport,US-UT,Salt Lake City,UT64,-111.856233,40.68615
small_airport,Goshute Airport,US-UT,Ibapah,UT65,-113.97699737548828,39.99800109863281
heliport,Ward Heliport,US-UT,Sandy,UT66,-111.8010025024414,40.59989929199219
small_airport,Paradise Air Park,US-UT,Tridell,UT67,-109.84700012207031,40.44110107421875
small_airport,Tangri-La Airport,US-UT,Moab,UT68,-109.66000366210938,38.472801208496094
small_airport,Pelican Lake Airport,US-UT,Randlett,UT69,-109.6719970703125,40.181400299072266
small_airport,Garrison Airport,US-UT,Garrison,UT70,-114.03700256347656,38.964900970458984
heliport,Tooele Valley Hospital Heliport,US-UT,Tooele,UT71,-112.29399871826172,40.524898529052734
heliport,Two Jays Nr 2 Heliport,US-UT,Moab,UT72,-109.56700134277344,38.58470153808594
small_airport,Fry Canyon Field,US-UT,Fry Canyon,UT74,-110.16699981689453,37.64830017089844
small_airport,Mineral Canyon Strip,US-UT,Moab,UT75,-109.995889664,38.531583177899996
closed,Phc Hospital Heliport,US-UT,Salt Lake City,,-111.889,40.716702
heliport,Timpanogos Regional Hospital Heliport,US-UT,Orem,UT78,-111.71399688720703,40.31290054321289
small_airport,3-I Rocker Ranch Airport,US-UT,Jensen,UT79,-109.34400177001953,40.41559982299805
small_airport,Hamilton Fort Ranch Airport,US-UT,Cedar City,UT80,-113.15899658203125,37.634700775146484
heliport,Blanding Ambulance Heliport,US-UT,Blanding,UT81,-109.48400115966797,37.63560104370117
small_airport,Beryl Junction Airport,US-UT,Beryl,UT82,-113.64600372314453,37.709999084472656
small_airport,Thunder Ridge Airpark,US-UT,Fruitland,UT83,-110.85900115966797,40.2578010559082
heliport,Skaggs Heliport,US-UT,South Salt Lake City,UT84,-111.89199829101562,40.68830108642578
heliport,Cirque Lodge Studio Heliport,US-UT,Orem,UT85,-111.665556,40.311667
heliport,Miller Motorsports Park Heliport,US-UT,Tooele,UT86,-112.383028,40.583722
heliport,Jordan Valley Hospital Heliport,US-UT,West Jordan,UT87,-111.975833,40.590556
small_airport,CAVOK Ranch Airport,US-UT,Wellsville,UT90,-111.9037,41.585369
small_airport,Happy Canyon Airport,US-UT,Happy Canyon,UT97,-110.29199981689453,38.15719985961914
heliport,Redwood Health Center Heliport,US-UT,Salt Lake City,UT98,-111.93399810791016,40.72560119628906
small_airport,West Desert Airpark,US-UT,Cedar Valley,UT9,-112.092018,40.243268
small_airport,Brook Hill Farm Airport,US-VA,Steeles Tavern,VA00,-79.1781005859375,37.928199768066406
heliport,Marty 1 Heliport,US-VA,Coeburn,VA01,-82.48149871826172,36.940101623535156
small_airport,Pace Airport,US-VA,Ridgeway,VA02,-79.8938980102539,36.58539962768555
heliport,Hospital Heliport,US-VA,Bedford,VA03,-79.5167007446289,37.35240173339844
small_airport,Barrows Airport,US-VA,Fincastle,VA04,-79.92870330810547,37.49209976196289
heliport,Clinchfield Heliport,US-VA,Lebanon,VA05,-82.0634994506836,36.90570068359375
small_airport,Deer Run Airport,US-VA,Floyd,VA06,-80.45449829101562,36.994300842285156
small_airport,Burkes Garden Airport,US-VA,Tazewell,VA07,-81.36930084228516,37.095699310302734
small_airport,Longbranch Airport,US-VA,Kilmarnock,VA08,-76.35880279541016,37.717098236083984
heliport,Wise A.R.Hospital Heliport,US-VA,Wise,VA09,-82.58489990234375,36.9718017578125
small_airport,Catawba Valley Airport,US-VA,Blacksburg,VA10,-80.30139923095703,37.28010177612305
small_airport,White Oak Stand Airport,US-VA,Chilhowie,VA11,-81.70120239257812,36.807899475097656
small_airport,Gravely Airport,US-VA,Martinsville,VA12,-79.7969970703125,36.64680099487305
small_airport,Breezy Knoll Airport,US-VA,Rustburg,VA13,-79.04280090332031,37.26539993286133
small_airport,Southampton Correctional Center Airport,US-VA,Capron,VA14,-77.26270294189453,36.740699768066406
closed,Stokes Airport,US-VA,Cartersville,,-78.044997,37.6563
small_airport,Centreville Airport,US-VA,Centreville,VA16,-77.4843978881836,38.87929916381836
small_airport,Mulberry Run Airport,US-VA,Strasburg,VA17,-78.39219665527344,39.0359001159668
small_airport,Bundoran Airport,US-VA,Charlottesville,VA18,-78.68219757080078,37.96849822998047
small_airport,Snow Hill Airport,US-VA,Charlottesville,VA19,-78.36920166015625,37.95399856567383
heliport,SRMC Heliport,US-VA,Petersburg,VA20,-77.3977966309,37.216800689699994
heliport,Morven Farms Heliport,US-VA,Charlottesville,VA21,-78.50859832763672,37.940101623535156
closed,Big River Ranch Airport,US-VA,Clarksville,,-78.695,36.675097
small_airport,Sanford Field,US-VA,Coles Point,VA23,-76.61360168457031,38.11899948120117
small_airport,Skovhus Airport,US-VA,Concord,VA24,-78.96420288085938,37.41429901123047
small_airport,Twin Towers Airport,US-VA,Chase City,VA25,-78.3604965209961,36.76430130004883
small_airport,Trent Farm Airstrip,US-VA,Critz,VA26,-80.11640167236328,36.65010070800781
small_airport,Moorefield's Airstrip,US-VA,Critz,VA27,-80.13780212402344,36.559898376464844
small_airport,Layne Farm Airstrip,US-VA,Cullen,VA28,-78.64360046386719,37.121299743652344
heliport,Novant Health UVA Culpeper Medical Center Heliport,US-VA,Culpeper,VA29,-78.01435,38.454606
small_airport,Berryvale Airport,US-VA,Culpeper,VA30,-77.9563980102539,38.526798248291016
small_airport,Apple Grove Airport,US-VA,Kilmarnock,VA31,-76.34629821777344,37.76259994506836
small_airport,Longs Airport,US-VA,Edinburg,VA32,-78.5719985961914,38.804298400878906
small_airport,Beaver Dam Airpark,US-VA,Surry,VA33,-76.76820373535156,37.0443000793457
small_airport,Big Buffalo Airstrip,US-VA,Farmville,VA34,-78.44969940185547,37.28350067138672
heliport,Fort Lee Nr 1 /Hqs/ Heliport,US-VA,Fort Lee,VA35,-77.3430023193,37.241798400899995
small_airport,F. U. M. A. Airport,US-VA,Fork Union,VA36,-78.27030181884766,37.744598388671875
heliport,Heth Army Heliport,US-VA,Fort A. P. Hill,VA37,-77.36640167236328,38.15010070800781
heliport,Fort Lee AHP 3(Qrtmst Cen) Heliport,US-VA,Fort Lee,VA39,-77.33300018,37.25019836
heliport,O'Gara Tech Training Facility Heliport,US-VA,Danville,VA40,-79.204444,36.565222
small_airport,High Hopes Airport,US-VA,Withams,VA41,-75.60990142822266,37.934600830078125
small_airport,Dogwood Airpark,US-VA,Fredericksburg,VA42,-77.45220184326172,38.35850143432617
small_airport,Balcony Downs Airstrip,US-VA,Glasgow,VA43,-79.42479705810547,37.64739990234375
small_airport,Rose Retreat Farm Airport,US-VA,Goochland,VA44,-77.88390350341797,37.716800689697266
small_airport,Lous Airport,US-VA,Gordonsville,VA45,-78.1635971069336,38.127899169921875
